project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split,cost_risk_probability,time_risk_probability,overall_risk_score,risk_level,risk_change,risk_change_3m,early_warning
PAI-03916,Demo Infrastructure Project 3916,2025-08,8,Ministry of Communications,Energy,Chhattisgarh,Central Government Department,1902.39,1967.95,1193.54,59,39,66.1,66.84,56.23,64.95,10.61,8.72,17,11,4.0,36.36,0.0,,1.0,1.0,60.65,42.48,5.61,21.13,0,1,1,2009.04,72,test,86.64612,90.79369,88.7199,HIGH,-2.4991302,-0.66391754,CRITICAL
PAI-03916,Demo Infrastructure Project 3916,2025-09,9,Ministry of Communications,Energy,Chhattisgarh,Central Government Department,1902.39,1977.9,1308.71,59,44,74.58,72.66,65.72,78.37,6.93,12.65,17,12,5.0,41.67,1.0,0.0,0.0,0.0,66.17,38.14,5.61,21.13,0,1,1,2009.04,72,test,87.929665,89.68586,88.80776,HIGH,0.08786011,0.5074692,CRITICAL
PAI-03916,Demo Infrastructure Project 3916,2025-10,10,Ministry of Communications,Energy,Chhattisgarh,Central Government Department,1902.39,1988.08,1520.97,59,49,83.05,86.25,80.13,89.69,6.12,9.56,17,14,6.0,42.86,0.0,0.0,0.0,0.0,76.5,31.43,5.61,21.13,0,1,1,2009.04,72,test,58.126305,84.204605,71.16545,HIGH,-17.642311,-20.053581,WATCH
PAI-03916,Demo Infrastructure Project 3916,2025-11,11,Ministry of Communications,Energy,Chhattisgarh,Central Government Department,1902.39,1998.46,1681.08,59,54,91.53,93.79,84.51,95.89,9.28,11.39,17,15,7.0,46.67,0.0,0.0,1.0,0.0,84.12,50.4,5.61,21.13,0,1,1,2009.04,72,test,67.00125,85.25033,76.125786,HIGH,4.960335,-12.594116,WATCH
PAI-03916,Demo Infrastructure Project 3916,2025-12,12,Ministry of Communications,Energy,Chhattisgarh,Central Government Department,1902.39,2009.04,1798.2,59,59,100.0,98.23,86.24,95.18,11.99,8.94,17,17,4.0,23.53,0.0,0.0,0.0,0.0,89.51,35.99,5.61,21.13,0,1,1,2009.04,72,test,8.457909,72.28872,40.373318,MEDIUM,-35.75247,-48.434444,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-01,1,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,524.83,50.35,28,2,7.14,9.92,6.5,18.32,3.42,11.82,10,0,0.0,0.0,0.0,0.0,1.0,1.0,9.59,22.61,10.81,5.58,1,0,1,578.37,30,test,88.20565,60.57195,74.3888,HIGH,,,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-02,2,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,528.54,86.41,28,5,17.86,15.77,14.37,22.22,1.4,7.85,10,1,0.0,0.0,0.0,0.0,0.0,0.0,16.35,8.7,10.81,5.58,1,0,1,578.37,30,test,63.36318,63.666153,63.514664,MEDIUM,-10.874138,,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-03,3,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,532.65,121.15,28,7,25.0,25.66,29.58,27.01,-3.92,-2.56,10,2,0.0,0.0,1.0,0.0,0.0,0.0,22.74,8.73,10.81,5.58,1,0,1,578.37,30,test,54.493313,36.237865,45.36559,MEDIUM,-18.149075,,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-04,4,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,537.06,163.1,28,9,32.14,34.28,38.77,48.11,-4.49,9.34,10,3,1.0,33.33,0.0,1.0,0.0,0.0,30.37,19.9,10.81,5.58,1,0,1,578.37,30,test,76.54735,66.80055,71.67395,HIGH,26.308361,-2.7148514,HIGH ALERT
PAI-03926,Demo Infrastructure Project 3926,2025-05,5,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,541.69,200.35,28,12,42.86,38.86,39.6,47.09,-0.73,7.49,10,4,1.0,25.0,0.0,0.0,0.0,0.0,36.99,15.98,10.81,5.58,1,0,1,578.37,30,test,63.976776,54.66882,59.3228,MEDIUM,-12.3511505,-4.191864,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-06,6,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,546.52,218.0,28,14,50.0,49.53,51.68,53.2,-2.15,1.52,10,5,1.0,20.0,0.0,0.0,1.0,0.0,39.89,14.72,10.81,5.58,1,0,1,578.37,30,test,53.479107,37.0593,45.269203,MEDIUM,-14.0535965,-0.096385956,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-07,7,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,551.51,285.45,28,16,57.14,56.37,54.85,60.87,1.52,6.02,10,5,1.0,20.0,0.0,0.0,1.0,0.0,51.76,22.43,10.81,5.58,1,0,1,578.37,30,test,51.03644,42.77889,46.90766,MEDIUM,1.6384583,-24.766289,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-08,8,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,556.64,316.87,28,19,67.86,64.76,54.57,60.92,10.19,6.35,10,6,1.0,16.67,0.0,0.0,0.0,0.0,56.92,24.89,10.81,5.58,1,0,1,578.37,30,test,60.616146,55.60187,58.10901,MEDIUM,11.201347,-1.2137909,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-09,9,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,561.9,353.91,28,21,75.0,74.45,72.75,75.86,1.7,3.11,10,7,1.0,14.29,0.0,0.0,0.0,,62.98,13.94,10.81,5.58,1,0,1,578.37,30,test,51.271217,36.52036,43.895786,MEDIUM,-14.2132225,-1.3734169,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-10,10,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,567.29,392.44,28,23,82.14,86.45,77.6,77.43,8.85,-0.17,10,8,2.0,25.0,0.0,0.0,0.0,1.0,69.18,26.52,10.81,5.58,1,0,1,578.37,30,test,61.447376,44.419983,52.93368,MEDIUM,9.037895,6.02602,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-11,11,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,572.78,426.41,28,26,92.86,92.17,91.59,98.19,0.57,6.6,10,9,2.0,22.22,,1.0,0.0,0.0,74.45,26.53,10.81,5.58,1,0,1,578.37,30,test,67.14095,40.41876,53.779858,MEDIUM,0.84617615,-4.329151,WATCH
PAI-03926,Demo Infrastructure Project 3926,2025-12,12,Ministry of Communications,Communication,Gujarat,State-linked Implementing Agency,521.97,578.37,477.57,28,28,100.0,100.0,93.56,91.66,6.44,-1.91,10,10,2.0,20.0,0.0,0.0,0.0,0.0,82.57,16.68,10.81,5.58,1,0,1,578.37,30,test,37.012924,43.15444,40.083683,MEDIUM,-13.696175,-3.8121033,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-01,1,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,234.09,65,5,7.69,8.14,3.39,10.96,4.75,7.57,27,2,0.0,0.0,0.0,0.0,,0.0,10.71,7.83,-6.37,7.04,0,0,0,2186.32,70,test,33.492874,72.81521,53.154037,MEDIUM,,,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-02,2,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,409.21,65,11,16.92,16.35,16.02,27.01,0.33,11.0,27,4,1.0,25.0,0.0,0.0,0.0,0.0,18.72,19.47,-6.37,7.04,0,0,0,2186.32,70,test,41.367233,80.53362,60.950428,MEDIUM,7.7963905,,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-03,3,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,481.04,65,16,24.62,24.3,27.58,32.2,-3.27,4.62,27,6,1.0,16.67,0.0,0.0,0.0,0.0,22.0,14.18,-6.37,7.04,0,0,0,2186.32,70,test,26.903063,62.860226,44.881645,MEDIUM,-16.068783,,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-04,4,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,714.5,65,22,33.85,28.25,23.57,31.04,4.69,7.47,27,9,2.0,22.22,0.0,0.0,0.0,0.0,32.68,16.62,-6.37,7.04,0,0,0,2186.32,70,test,36.8369,71.57362,54.20526,MEDIUM,9.323616,1.0512238,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-05,5,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,848.46,65,27,41.54,39.32,36.06,41.64,3.26,5.58,27,11,2.0,18.18,,0.0,0.0,0.0,38.81,12.62,-6.37,7.04,0,0,0,2186.32,70,test,26.81632,65.99703,46.406677,MEDIUM,-7.798584,-14.543751,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-06,6,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1032.11,65,32,49.23,51.4,50.09,51.2,1.31,1.11,27,13,3.0,23.08,0.0,0.0,0.0,0.0,47.21,14.05,-6.37,7.04,0,0,0,2186.32,70,test,20.236818,64.08304,42.15993,MEDIUM,-4.246746,-2.721714,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-07,7,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1142.17,65,38,58.46,58.95,56.98,61.91,1.97,4.93,27,15,4.0,26.67,0.0,1.0,0.0,0.0,52.24,22.39,-6.37,7.04,0,0,0,2186.32,70,test,26.303282,72.39903,49.351154,MEDIUM,7.191223,-4.854107,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-08,8,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1428.41,65,43,66.15,68.98,60.83,66.29,8.15,5.46,27,18,2.0,11.11,0.0,0.0,0.0,0.0,65.33,23.65,-6.37,7.04,0,0,0,2186.32,70,test,5.7885704,60.91886,33.353718,LOW,-15.997437,-13.052959,NORMAL
PAI-03928,Demo Infrastructure Project 3928,2025-09,9,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1484.81,65,49,75.38,74.42,70.99,75.83,3.43,4.84,27,20,6.0,30.0,0.0,0.0,0.0,1.0,67.91,21.64,-6.37,7.04,0,0,0,2186.32,70,test,20.065424,72.64285,46.354137,MEDIUM,13.00042,4.194206,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-10,10,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1666.9,65,54,83.08,83.48,73.64,82.5,9.84,8.86,27,22,4.0,18.18,0.0,0.0,,0.0,76.24,28.5,-6.37,7.04,0,0,0,2186.32,70,test,5.249471,76.49484,40.872158,MEDIUM,-5.4819794,-8.478996,WATCH
PAI-03928,Demo Infrastructure Project 3928,2025-11,11,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1841.62,65,60,92.31,92.98,88.13,91.62,4.85,3.49,27,24,5.0,20.83,1.0,0.0,0.0,0.0,84.23,23.96,-6.37,7.04,0,0,0,2186.32,70,test,1.4273102,53.18404,27.305676,LOW,-13.566483,-6.0480423,NORMAL
PAI-03928,Demo Infrastructure Project 3928,2025-12,12,Ministry of Jal Shakti,Coal,Chhattisgarh,PSU,2186.32,2186.32,1825.84,65,65,100.0,96.58,87.34,93.79,9.23,6.44,27,27,5.0,18.52,0.0,1.0,0.0,0.0,83.51,36.56,-6.37,7.04,0,0,0,2186.32,70,test,27.101124,63.426167,45.263645,MEDIUM,17.95797,-1.0904922,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-01,1,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,723.83,94.48,60,5,8.33,1.56,5.12,10.7,-3.57,5.58,24,2,1.0,50.0,1.0,0.0,0.0,0.0,13.05,18.46,14.63,10.45,1,1,1,823.62,67,test,62.74783,89.17829,75.96306,HIGH,,,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-02,2,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,730.74,112.68,60,10,16.67,15.72,21.66,30.73,-5.94,9.08,24,4,1.0,25.0,1.0,0.0,1.0,0.0,15.42,26.76,14.63,10.45,1,1,1,823.62,67,test,56.291485,82.47483,69.383156,MEDIUM,-6.5799026,,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-03,3,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,738.41,193.93,60,15,25.0,25.37,26.3,36.23,-0.93,9.93,24,6,1.0,16.67,1.0,0.0,0.0,0.0,26.26,16.19,14.63,10.45,1,1,1,823.62,67,test,48.192432,77.89477,63.043602,MEDIUM,-6.339554,,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-04,4,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,746.63,237.04,60,20,33.33,33.54,31.54,29.83,2.0,-1.71,24,8,3.0,37.5,0.0,1.0,1.0,0.0,31.75,29.99,14.63,10.45,1,1,1,823.62,67,test,64.53522,84.46014,74.49767,HIGH,11.454071,-1.4653854,HIGH ALERT
PAI-03939,Demo Infrastructure Project 3939,2025-05,5,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,755.26,313.8,60,25,41.67,42.99,38.31,44.68,4.68,6.38,24,10,2.0,20.0,0.0,0.0,0.0,0.0,41.55,18.38,14.63,10.45,1,1,1,823.62,67,test,44.681812,73.303604,58.992706,MEDIUM,-15.504967,-10.39045,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-06,6,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,764.26,362.01,60,30,50.0,50.64,44.69,54.62,5.95,9.93,24,12,5.0,41.67,0.0,0.0,0.0,0.0,47.37,30.19,14.63,10.45,1,1,1,823.62,67,test,71.86463,92.9207,82.39267,HIGH,23.399963,19.349068,HIGH ALERT
PAI-03939,Demo Infrastructure Project 3939,2025-07,7,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,773.55,397.03,60,35,58.33,55.26,51.86,60.0,3.4,8.14,24,14,5.0,35.71,1.0,1.0,0.0,0.0,51.33,34.11,14.63,10.45,1,1,1,823.62,67,test,75.38046,90.00718,82.693825,HIGH,0.3011551,8.196152,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-08,8,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,783.12,464.06,60,40,66.67,66.26,60.18,68.78,6.09,8.61,24,16,3.0,18.75,0.0,0.0,0.0,0.0,59.26,22.38,14.63,10.45,1,1,1,823.62,67,test,52.22793,72.48822,62.35807,MEDIUM,-20.335754,3.365364,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-09,9,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,792.93,520.4,60,45,75.0,72.67,68.01,82.61,4.66,14.6,24,18,6.0,33.33,0.0,0.0,1.0,0.0,65.63,38.38,14.63,10.45,1,1,1,823.62,67,test,67.001274,90.29385,78.64757,HIGH,16.289497,-3.745102,HIGH ALERT
PAI-03939,Demo Infrastructure Project 3939,2025-10,10,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,802.97,573.63,60,50,83.33,82.57,75.76,77.31,6.81,1.55,24,20,8.0,40.0,0.0,0.0,1.0,0.0,71.44,32.63,14.63,10.45,1,1,1,823.62,67,test,72.1387,84.77676,78.457726,HIGH,-0.18984222,-4.2360992,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-11,11,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,813.2,611.35,60,55,91.67,90.73,87.39,93.8,3.34,6.41,24,22,7.0,31.82,0.0,1.0,0.0,0.0,75.18,28.8,14.63,10.45,1,1,1,823.62,67,test,77.56415,80.69489,79.12952,HIGH,0.6717911,16.771446,WATCH
PAI-03939,Demo Infrastructure Project 3939,2025-12,12,Ministry of Mines,Water & Sanitation,Maharashtra,Central Government Department,718.5,823.62,668.18,60,60,100.0,99.72,98.32,100.0,1.4,1.68,24,24,5.0,20.83,1.0,0.0,1.0,0.0,81.13,33.52,14.63,10.45,1,1,1,823.62,67,test,49.017384,64.023506,56.520443,MEDIUM,-22.609074,-22.127125,WATCH
PAI-03941,Demo Infrastructure Project 3941,2025-01,1,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,371.45,38.61,24,2,8.33,11.12,9.05,15.24,2.07,6.18,15,1,0.0,0.0,,0.0,0.0,1.0,10.39,9.82,22.69,-3.48,1,0,1,450.55,24,test,87.439125,95.36115,91.40014,HIGH,,,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-02,2,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,376.93,62.33,24,4,16.67,18.56,19.17,20.85,-0.6,1.68,15,2,1.0,50.0,0.0,0.0,1.0,0.0,16.54,22.56,22.69,-3.48,1,0,1,450.55,24,test,75.36773,96.656975,86.01235,HIGH,-5.387787,,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-03,3,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,383.01,83.16,24,6,25.0,24.09,20.77,27.09,3.32,6.32,15,3,1.0,33.33,0.0,1.0,,0.0,21.71,33.78,22.69,-3.48,1,0,1,450.55,24,test,86.35639,96.4109,91.383644,HIGH,5.371292,,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-04,4,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,389.52,120.65,24,8,33.33,36.71,34.21,35.34,2.5,1.13,15,5,1.0,20.0,0.0,0.0,0.0,1.0,30.97,5.62,22.69,-3.48,1,0,1,450.55,24,test,79.43031,92.49634,85.963326,HIGH,-5.4203186,-5.4368134,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-05,5,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,396.37,155.0,24,10,41.67,41.64,40.93,49.72,0.72,8.79,15,6,2.0,33.33,0.0,0.0,0.0,0.0,39.11,22.39,22.69,-3.48,1,0,1,450.55,24,test,86.29961,96.755775,91.527695,HIGH,5.564369,5.5153427,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-06,6,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,403.49,178.54,24,12,50.0,52.28,50.82,61.35,1.47,10.53,15,7,3.0,42.86,0.0,0.0,,0.0,44.25,23.78,22.69,-3.48,1,0,1,450.55,24,test,92.00125,98.393875,95.19756,HIGH,3.6698685,3.813919,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-07,7,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,410.86,192.32,24,14,58.33,56.76,55.41,68.4,1.35,12.98,15,8,2.0,25.0,1.0,0.0,1.0,0.0,46.81,36.04,22.69,-3.48,1,0,1,450.55,24,test,95.79128,96.851685,96.32148,HIGH,1.1239166,10.358154,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-08,8,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,418.45,227.41,24,16,66.67,69.04,65.54,72.97,3.5,7.43,15,10,4.0,40.0,0.0,1.0,0.0,0.0,54.35,31.02,22.69,-3.48,1,0,1,450.55,24,test,96.58474,98.225555,97.40515,HIGH,1.0836716,5.8774567,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-09,9,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,426.22,266.98,24,18,75.0,77.83,73.66,81.62,4.17,7.96,15,11,4.0,36.36,0.0,0.0,0.0,0.0,62.64,26.5,22.69,-3.48,1,0,1,450.55,24,test,93.130455,96.90953,95.01999,HIGH,-2.3851624,-0.17757416,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-10,10,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,434.18,284.21,24,20,83.33,81.09,73.0,88.51,8.1,15.51,15,12,3.0,25.0,0.0,1.0,0.0,0.0,65.46,41.92,22.69,-3.48,1,0,1,450.55,24,test,98.98291,97.15837,98.07065,HIGH,3.0506592,1.7491684,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-11,11,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,442.29,304.17,24,22,91.67,94.73,94.39,98.67,0.34,4.28,15,13,5.0,38.46,0.0,0.0,0.0,0.0,68.77,24.92,22.69,-3.48,1,0,1,450.55,24,test,96.96303,95.98408,96.47355,HIGH,-1.5970993,-0.9316025,CRITICAL
PAI-03941,Demo Infrastructure Project 3941,2025-12,12,Ministry of Steel,Transport & Logistics,Maharashtra,Infrastructure Authority,367.23,450.55,325.84,24,24,100.0,100.0,95.44,100.0,4.56,4.56,15,15,4.0,26.67,1.0,0.0,0.0,0.0,72.32,29.46,22.69,-3.48,1,0,1,450.55,24,test,98.63533,93.10656,95.87095,HIGH,-0.6026001,0.8509598,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-01,1,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,3682.52,415.75,73,6,8.22,10.3,7.47,20.14,2.83,12.67,24,2,1.0,50.0,0.0,0.0,0.0,1.0,11.29,22.4,30.47,18.32,1,1,1,4731.59,87,test,80.30232,96.043526,88.17293,HIGH,,,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-02,2,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,3755.21,656.66,73,12,16.44,18.18,18.07,33.13,0.11,15.06,24,4,1.0,25.0,0.0,0.0,0.0,0.0,17.49,25.14,30.47,18.32,1,1,1,4731.59,87,test,68.434364,91.61043,80.02239,HIGH,-8.150536,,WATCH
PAI-03945,Demo Infrastructure Project 3945,2025-03,3,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,3835.87,791.3,73,18,24.66,23.08,17.18,30.55,5.9,13.37,24,6,,33.33,0.0,0.0,1.0,0.0,20.63,37.24,30.47,18.32,1,1,1,4731.59,87,test,78.50324,94.23211,86.367676,HIGH,6.3452835,,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-04,4,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,3922.2,1313.09,73,24,32.88,30.53,27.8,,2.73,5.11,24,8,3.0,37.5,0.0,0.0,0.0,0.0,33.48,19.69,30.47,18.32,1,1,1,4731.59,87,test,71.17902,92.53863,81.858826,HIGH,-4.50885,-6.314102,WATCH
PAI-03945,Demo Infrastructure Project 3945,2025-05,5,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4012.99,1463.06,73,30,41.1,41.79,40.48,45.73,1.31,5.25,24,10,3.0,30.0,0.0,0.0,1.0,0.0,36.46,27.59,30.47,18.32,1,1,1,4731.59,87,test,62.04692,88.3702,75.208565,HIGH,-6.650261,-4.8138275,WATCH
PAI-03945,Demo Infrastructure Project 3945,2025-06,6,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4107.52,1797.79,73,36,49.32,49.76,49.03,60.08,0.73,11.05,24,12,3.0,25.0,1.0,0.0,1.0,0.0,43.77,32.84,30.47,18.32,1,1,1,4731.59,87,test,67.28494,89.5546,78.41977,HIGH,3.2112045,-7.9479065,WATCH
PAI-03945,Demo Infrastructure Project 3945,2025-07,7,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4205.26,1941.35,73,43,58.9,58.36,57.43,65.95,0.93,8.52,24,14,6.0,42.86,0.0,0.0,0.0,1.0,46.16,20.15,30.47,18.32,1,1,1,4731.59,87,test,89.14803,92.510345,90.82919,HIGH,12.409424,8.970367,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-08,8,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4305.84,2321.92,73,49,67.12,69.07,63.98,75.34,5.1,11.36,24,16,6.0,37.5,0.0,0.0,0.0,0.0,53.92,32.13,30.47,18.32,1,1,1,4731.59,87,test,90.03641,93.526855,91.78163,HIGH,0.95243835,16.573067,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-09,9,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4408.97,2652.73,73,55,75.34,75.89,66.02,73.59,9.87,7.58,24,18,8.0,44.44,1.0,0.0,0.0,0.0,60.17,35.82,30.47,18.32,1,1,1,4731.59,87,test,96.09605,96.11072,96.10338,HIGH,4.321747,17.683609,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-10,10,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4514.43,3001.68,73,61,83.56,81.95,74.74,84.82,7.21,10.07,24,20,9.0,45.0,0.0,0.0,1.0,0.0,66.49,46.48,30.47,18.32,1,1,1,4731.59,87,test,96.964714,93.78052,95.37262,HIGH,-0.73075867,4.5434265,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-11,11,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4622.02,3373.06,73,67,91.78,91.51,83.06,86.51,8.44,3.44,24,22,10.0,45.45,1.0,0.0,0.0,0.0,72.98,36.21,30.47,18.32,1,1,1,4731.59,87,test,96.602005,93.383896,94.99295,HIGH,-0.3796692,3.211319,CRITICAL
PAI-03945,Demo Infrastructure Project 3945,2025-12,12,Ministry of Steel,Transport & Logistics,Chhattisgarh,State-linked Implementing Agency,3626.5,4731.59,3515.43,73,73,100.0,100.0,90.65,94.29,9.35,3.64,24,24,11.0,45.83,,0.0,1.0,0.0,74.3,46.95,30.47,18.32,1,1,1,4731.59,87,test,98.66186,94.095955,96.37891,HIGH,1.3859558,0.27552795,CRITICAL
PAI-03946,Demo Infrastructure Project 3946,2025-01,1,Ministry of Power,Steel,Andhra Pradesh,Infrastructure Authority,233.16,233.24,22.28,47,4,8.51,10.75,7.11,11.09,3.64,3.97,18,1,0.0,0.0,1.0,0.0,0.0,0.0,9.55,14.51,0.62,13.29,0,1,1,234.62,54,test,69.711716,85.14389,77.4278,HIGH,,,WATCH
PAI-03946,Demo Infrastructure Project 3946,2025-02,2,Ministry of Power,Steel,Andhra Pradesh,Infrastructure Authority,233.16,233.33,50.1,47,8,17.02,16.7,14.11,15.22,2.59,1.1,18,3,1.0,33.33,0.0,0.0,0.0,0.0,21.47,8.74,0.62,13.29,0,1,1,234.62,54,test,67.97421,90.218124,79.09616,HIGH,1.6683578,,WATCH
PAI-03946,Demo Infrastructure Project 3946,2025-03,3,Ministry of Power,Steel,Andhra Pradesh,Infrastructure Authority,233.16,233.44,54.9,47,12,25.53,26.97,30.73,33.74,-3.76,3.01,18,4,1.0,25.0,0.0,0.0,0.0,0.0,23.52,17.0,0.62,13.29,0,1,1,234.62,54,test,63.970207,85.171,74.5706,HIGH,-4.5255585,,WATCH
